Tail_number,Summary,Owner,Airworthiness_Class,Serial_Number,Engine,Weight,Speed,Mode_S_Code,Status,Certificate_Issue_Date,Airworthiness_Date,Last_Action_Date,Expiration,Registry_Source
N135AN,2004 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"EQUIPMENT OPERATING LEASES LLCNORWALK, CT, US",Standard/Normal,0351,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050106721 / A08DD1,Assigned,2018-09-13,2004-08-16,2018-09-13,2021-09-30,FAA
N135BU,1997 EUROCOPTER DEUTSCHLAND GMBH EC135P1Rotorcraft(7 seats / 2 engines),"METRO AVIATION INCSHREVEPORT, LA, US(Corporation)",Standard/Normal,0015,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050106760 / A08DF0,Assigned,2003-02-07,2003-03-11,2019-03-12,2022-08-31,FAA
N135CH,2004 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"EQUIPMENT OPERATING LEASES LLCNORWALK, CT, US",Standard/Normal,0346,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050106776 / A08DFE,Assigned,2018-09-13,2004-08-11,2018-09-13,2021-09-30,FAA
N135CP,2009 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"MH HOSPITAL MANAGER LLCASHEVILLE, NC, US",Standard/Normal,0849,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,050107004 / A08E04,Assigned,2020-03-30,2011-09-17,2020-03-30,2023-03-31,FAA
N135DH,1999 EUROCOPTER DEUTSCHLAND GMBH EC135P1Rotorcraft(7 seats / 2 engines),"MARY HITCHCOCK MEMORIAL HOSPITALLEBANON, NH, US(Corporation)",Standard/Normal,0133,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050107027 / A08E17,Assigned,2001-10-17,2001-05-22,2018-08-21,2021-11-30,FAA
N135EC,2009 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"PITT COUNTY MEMORIAL HOSPITAL INCORPORATEDGREENVILLE, NC, US(Co-owned)",Experimental/Normal,0862,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,050107053 / A08E2B,Assigned,2010-02-26,2010-04-21,2019-02-13,2022-07-31,FAA
N135ED,2004 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0335,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050107054 / A08E2C,Assigned,2014-03-10,2004-12-01,2019-10-10,2023-03-31,FAA
N135GF,2002 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"METRO AVIATION INCSHREVEPORT, LA, US(Corporation)",Standard/Normal,0249,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050107140 / A08E60,Assigned,2002-11-19,2002-10-24,2018-05-08,2021-10-31,FAA
N135HN,2009 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"HEALTHNET AEROMEDICAL SERVICES INCCHARLESTON, WV, US(Corporation)",Standard/Normal,0839,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050107200 / A08E80,Assigned,2009-12-07,2010-03-08,2018-10-30,2022-02-28,FAA
N135LC,2003 EUROCOPTER DEUTSCHLAND GMBH EC135T2Rotorcraft(12 seats / 2 engines),"EQUIPMENT OPERATING LEASES LLCNORWALK, CT, US",Standard/Normal,0296,TURBOMECAARRIUS1A(Turbo-shaft)Horsepower:456,"12,500-19,999lbs",Not defined,050107301 / A08EC1,Assigned,2018-10-04,2003-10-22,2018-10-04,2021-10-31,FAA
N135LF,2008 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0647,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,050107304 / A08EC4,Assigned,2013-08-05,2008-03-19,2019-03-12,2022-08-31,FAA
N135LL,2006 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"MERCY HOSPITAL SPRINGFIELDSPRINGFIELD, MO, US(Corporation)",Standard/Normal,0491,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050107311 / A08EC9,Assigned,2012-10-23,2012-12-11,2018-07-12,2021-10-31,FAA
N135LX,2011 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"PACIFIC WESTERN BANKCHICAGO, IL, US(Corporation)",Standard/Normal,1004,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050107324 / A08ED4,Assigned,2014-05-16,2012-01-17,2020-03-06,2023-05-31,FAA
N135MH,2000 EUROCOPTER DEUTSCHLAND GMBH EC135T1Rotorcraft(12 seats / 2 engines),"WASHINGTON HOSPITAL CENTERLANHAM, MD, US(Corporation)",Standard/Normal,0131,TURBOMECAARRIUS2B(Turbo-shaft)Horsepower:515,"12,500-19,999lbs",Not defined,050107337 / A08EDF,Assigned,2008-04-30,2000-10-06,2019-08-14,2023-01-31,FAA
N135MW,2009 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"BANK OF UTAH TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,0847,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050107354 / A08EEC,Assigned,2015-09-01,2010-05-05,2019-04-15,2021-09-30,FAA
N135N,1998 EUROCOPTER DEUTSCHLAND GMBH EC135P1Rotorcraft(7 seats / 2 engines),"MH HOSPITAL MANAGER LLCASHEVILLE, NC, US",Standard/Normal,0086,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050107360 / A08EF0,Assigned,2020-03-30,2001-11-19,2020-03-30,2023-03-31,FAA
N135TJ,2004 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"EQUIPMENT OPERATING LEASES LLCNORWALK, CT, US",Standard/Normal,0329,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050107566 / A08F76,Assigned,2018-09-13,2004-04-21,2020-02-28,2021-09-30,FAA
N135UT,2009 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,0776,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050107630 / A08F98,Assigned,2019-10-09,2009-08-31,2019-10-09,2022-10-31,FAA
N135VV,2011 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"MED TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,1019,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050107663 / A08FB3,Assigned,2011-12-16,2012-03-19,2020-09-30,2023-12-31,FAA
N135WJ,2003 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"EQUIPMENT OPERATING LEASES LLCNORWALK, CT, US",Standard/Normal,0287,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050107701 / A08FC1,Assigned,2018-10-04,2004-02-06,2018-10-04,2021-10-31,FAA
N135WL,2012 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,1083,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050107703 / A08FC3,Assigned,2020-06-03,2013-03-15,2020-06-03,2023-06-30,FAA
N136LN,2004 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"WELLS FARGO BANK NORTHWEST NA TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,0336,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050111202 / A09282,Triennial mailed,2004-07-27,2004-08-30,2008-01-15,,FAA
N136UT,2009 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"MED-TRANS CORPDENTON, TX, US(Corporation)",Experimental/Normal,0841,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050111517 / A0934F,Assigned,2019-10-29,2010-01-13,2019-10-29,2022-10-31,FAA
N137HN,2012 EUROCOPTER EC 130 B4Rotorcraft(6 seats / 1 engine),"KEYBANK NA DIVISIONSUPERIOR, CO, US(Corporation)",Standard/Normal,7371,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"12,500-19,999lbs",Not defined,050112756 / A095EE,Assigned,2017-08-09,2012-09-25,2020-03-18,2023-08-31,FAA
N137LN,2004 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPENGLEWOOD, CO, US(Corporation)",Standard/Normal,0339,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050113071 / A09639,Assigned,2014-01-10,2016-01-08,2016-08-18,2020-01-31,FAA
N137MH,2002 EUROCOPTER DEUTSCHLAND GMBH EC135P1Rotorcraft(7 seats / 2 engines),"METRO AVIATION INCSHREVEPORT, LA, US(Corporation)",Standard/Normal,0179,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050113115 / A0964D,Unknown,2012-07-27,2003-03-06,2018-02-12,2021-07-31,FAA
N138AE,1983 BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45782,ALLISON250-C28SER(Turbo-shaft)Horsepower:500,"Less than 12,500lbs",Not defined,050114356 / A098EE,Unknown,2005-10-26,1983-09-16,2018-03-16,2021-07-31,FAA
N138HN,2003 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"PEOPLES CAPITAL & LEASING CORPBRIDGEPORT, CT, US(Corporation)",Standard/Normal,0288,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050114645 / A099A5,Assigned,2012-07-11,2014-11-21,2021-02-25,2024-07-31,FAA
N138LN,2004 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0352,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050114760 / A099F0,Assigned,2014-05-22,2015-01-05,2019-12-18,2023-05-31,FAA
N138MH,2005 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"TIAA COMMERCIAL FINANCE INCPARSIPPANY, NJ, US(Corporation)",Standard/Normal,0417,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,050115004 / A09A04,Assigned,2019-04-03,2018-12-12,2019-04-03,2022-04-30,FAA
N139AM,2008 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0655,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,050116254 / A09CAC,Assigned,2017-10-20,2008-07-14,2020-05-12,2023-10-31,FAA
N139HN,2011 EUROCOPTER EC 130 B4Rotorcraft(6 seats / 1 engine),"TVPX AIRCRAFT SOLUTIONS INC TRUSTEENORTH SALT LAKE, UT, US(Corporation)",Standard/Normal,7248,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"12,500-19,999lbs",Not defined,050116534 / A09D5C,Assigned,2017-09-19,2012-03-02,2020-04-20,2023-09-30,FAA
N140HL,2003 BELL 407Rotorcraft(7 seats / 1 engine),"GM LEASING COMPANY LLCBROUSSARD, LA, US",Standard/Normal,53575,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050121552 / A0A36A,Assigned,2018-07-02,2017-12-04,2021-03-01,2024-07-31,FAA
N140SF,2010 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"TRUIST EQUIPMENT FINANCE CORPATLANTA, GA, US(Corporation)",Standard/Transport,9389,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050122106 / A0A446,Assigned,2020-10-22,2011-09-23,2020-11-12,2023-10-31,FAA
N141AP,2000 BELL 407Rotorcraft(7 seats / 1 engine),"GM LEASING CO LLCBROUSSARD, LA, US",Standard/Normal,53441,ROLLS-ROYC250-C47SER(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050123165 / A0A675,Assigned,2018-07-16,2018-09-27,2021-03-01,2024-07-31,FAA
N141NE,2017 AIRBUS HELICOPTERS DEUTSCHLAND MBB-BK 117 D-2Rotorcraft(11 seats / 2 engines),"NEW ENGLAND LIFE FLIGHT INCBEDFORD, MA, US(Corporation)",Standard/Transport,20145,SAFRANARRIEL2E(Turbo-shaft)Horsepower:894,"Less than 12,500lbs",Not defined,050123630 / A0A798,Assigned,2018-01-16,2018-01-08,2021-01-05,2024-01-31,FAA
N143MH,2007 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"METRO AVIATION INCSHREVEPORT, LA, US(Corporation)",Standard/Normal,0613,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050127360 / A0AEF0,Assigned,2015-03-16,2007-11-13,2020-10-14,2024-03-31,FAA
N144NE,2018 AIRBUS HELICOPTERS DEUTSCHLAND MBB-BK 117 D-2Rotorcraft(11 seats / 2 engines),"NEW ENGLAND LIFE FLIGHT INC DBABEDFORD, MA, US(Corporation)",Standard/Transport,20208,SAFRANARRIEL2E(Turbo-shaft)Horsepower:894,"Less than 12,500lbs",Not defined,050131275 / A0B2BD,Assigned,2018-09-17,2018-06-19,2019-05-07,2021-09-30,FAA
N145CH,2009 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"CHILDREN'S HOSPITALNEW ORLEANS, LA, US(Corporation)",Standard/Transport,9228,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050132575 / A0B57D,Assigned,2010-11-18,2009-06-04,2019-09-18,2022-11-30,FAA
N145DU,2011 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"DUKE UNIVERSITY HEALTH SYSTEM INCDURHAM, NC, US(Corporation)",Standard/Transport,9421,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050132641 / A0B5A1,Assigned,2011-12-29,2011-11-08,2020-08-13,2023-12-31,FAA
N145EC,2008 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"US BANK NAMARSHALL, MN, US(Corporation)",Standard/Transport,9181,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050132652 / A0B5AA,Assigned,2012-02-01,2008-07-24,2020-09-17,2024-02-29,FAA
N145FH,2004 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"FLORIDA HOSPITAL MEDICAL CENTERORLANDO, FL, US(Corporation)",Standard/Transport,9047,TURBOMECAARRIEL1SER(Turbo-shaft)Horsepower:681,"Less than 12,500lbs",Not defined,050132710 / A0B5C8,Assigned,2005-04-28,2005-03-10,2020-04-07,2023-04-30,FAA
N145HH,2009 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"HARTFORD HOSPITALHARTFORD, CT, US(Corporation)",Standard/Transport,9236,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050132772 / A0B5FA,Assigned,2009-04-03,2009-02-24,2020-03-18,2023-03-31,FAA
N145HN,2009 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"HEALTHNET AEROMEDICAL SERVICES INCCHARLESTON, WV, US(Corporation)",Standard/Transport,9302,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050132777 / A0B5FF,Assigned,2009-12-07,2010-03-24,2018-10-31,2022-02-28,FAA
N145LF,2005 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Transport,9072,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133103 / A0B643,Assigned,2015-01-13,2006-04-22,2020-08-24,2024-01-31,FAA
N145MC,2007 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"US BANK NAMARSHALL, MN, US(Corporation)",Standard/Transport,9120,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133131 / A0B659,Assigned,2012-02-01,2007-12-22,2020-09-17,2024-02-29,FAA
N145NC,2012 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"PEDIATRIC ROTOR WING LLCCOLUMBUS, OH, US",Standard/Transport,9542,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133162 / A0B672,Assigned,2013-02-12,2013-01-14,2018-09-24,2022-02-28,FAA
N145NG,2010 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"SENTARA HEALTHCARENORFOLK, VA, US(Corporation)",Standard/Transport,9367,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133166 / A0B676,Assigned,2011-01-13,2010-12-09,2019-08-19,2023-01-31,FAA
N145NK,2013 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Transport,9627,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133171 / A0B679,Assigned,2017-01-23,2014-12-03,2019-08-13,2023-01-31,FAA
N145SD,2013 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)",Standard/Transport,9657,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133327 / A0B6D7,Assigned,2018-12-04,2014-05-30,2019-02-11,2021-12-31,FAA
N145SJ, EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Unknown/Unknown,9091,(Turbo-shaft),"Less than 12,500lbs",Not defined,050133334 / A0B6DC,Assigned,2011-12-05,,2020-07-20,2023-12-31,FAA
N145SM,2009 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"U S BANK NAMARSHALL, MN, US(Corporation)",Standard/Transport,9298,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133337 / A0B6DF,Assigned,2012-02-01,2009-11-24,2020-09-17,2024-02-29,FAA
N145SU,2006 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Transport,9102,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133346 / A0B6E6,Assigned,2015-07-20,2007-05-24,2021-03-03,2024-07-31,FAA
N145SZ,2013 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"U S BANK NAPORTLAND, OR, US(Corporation)",Standard/Transport,9637,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133353 / A0B6EB,Assigned,2016-07-27,2014-12-02,2019-02-13,2022-07-31,FAA
N145TJ,2008 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Transport,9197,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133365 / A0B6F5,Assigned,2018-09-19,2013-02-04,2019-04-26,2021-09-30,FAA
N145UC,2011 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"UNIVERSITY OF CINCINNATI MEDICAL CENTER LLCCINCINNATI, OH, US",Standard/Transport,9494,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133410 / A0B708,Assigned,2017-10-18,2012-08-09,2020-10-09,2023-10-31,FAA
N145UW,2008 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"METRO AVIATION INCSHREVEPORT, LA, US(Corporation)",Standard/Transport,9158,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133432 / A0B71A,Assigned,2018-11-27,2019-04-03,2018-11-27,2021-11-30,FAA
N145WC,2012 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"UC HEALTH LLCCINCINNATI, OH, US",Standard/Transport,9535,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050133472 / A0B73A,Assigned,2018-01-16,2012-12-19,2020-12-12,2024-01-31,FAA
N146HH,2016 AIRBUS HELICOPTERS DEUTSCHLAND MBB-BK 117 C-2Rotorcraft(9 seats / 2 engines),"HARTFORD HOSPITALHARTFORD, CT, US(Corporation)",Standard/Transport,9737,SAFRANARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050134661 / A0B9B1,Unknown,2018-08-18,2018-03-13,2020-12-09,2021-08-31,FAA
N14LA,2005 BELL 412EPRotorcraft(15 seats / 2 engines),"COUNTY OF LOS ANGELESPACOIMA, CA, US(Government)",Standard/Transport,36393,P&WPT6T-3D(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,050120522 / A0A152,Assigned,2006-06-19,2006-03-17,2020-04-30,2023-08-31,FAA
N14UH,2010 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"UNIVERSITY OF MISSISSIPPI MEDICAL CENTERJACKSON, MS, US(Government)",Standard/Transport,9365,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050121041 / A0A221,Assigned,2011-02-07,2010-11-23,2019-09-10,2023-02-28,FAA
N150KF, MESSERSCHMITT BK 117 B-1Rotorcraft(11 seats / 2 engines),"SQN HELO 3 LLCNEW YORK, NY, US",Standard/Transport,7142,LYCOMINGLTS-101SER(Turbo-shaft)Horsepower:317,"Less than 12,500lbs",Not defined,050145426 / A0CB16,Assigned,2015-01-09,1988-05-06,2021-01-14,2024-01-31,FAA
N151AC,2003 EUROCOPTER EC 130 B4Rotorcraft(6 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,3732,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"12,500-19,999lbs",Not defined,050146751 / A0CDE9,Assigned,2012-12-12,2004-04-02,2018-07-19,2021-12-31,FAA
N151AE,2004 EUROCOPTER AS 350 B3Rotorcraft(6 seats / 1 engine),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,3814,TURBOMECAARRIEL2B(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,050146753 / A0CDEB,Assigned,2016-07-28,2004-09-22,2019-09-11,2022-07-31,FAA
N152AC,2001 EUROCOPTER AS 350 B2Rotorcraft(6 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,3474,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,050150640 / A0D1A0,Assigned,2009-10-01,2002-09-18,2021-02-22,2024-07-31,FAA
N15460,1997 SIKORSKY S-76CRotorcraft(14 seats / 2 engines),"VARIETY CHILDRENS HOSPITAL INC DBAMIAMI, FL, US(Corporation)",Standard/Transport,760477,TURBOMECAARRIEL1SER(Turbo-shaft)Horsepower:681,"Less than 12,500lbs",Not defined,050156116 / A0DC4E,Assigned,2003-05-14,1997-12-22,2020-03-13,2023-08-31,FAA
N154AM,1988 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117-B2Rotorcraft(4 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Transport,7154,LYCOMINGLTS-101SER(Turbo-shaft)Horsepower:317,"Less than 12,500lbs",Not defined,050154427 / A0D917,Assigned,2008-09-03,1996-09-24,2020-11-23,2024-04-30,FAA
N155UM,2011 EUROCOPTER EC 155 B1Rotorcraft(6 seats / 2 engines),"REGENTS OF THE UNIVERSITY OF MICHIGANANN ARBOR, MI, US(Government)",Standard/Transport,6934,TURBOMECAARRIEL2C2(Turbo-shaft)Horsepower:821,"Less than 12,500lbs",Not defined,050157220 / A0DE90,Assigned,2018-12-28,2012-04-12,2018-12-28,2021-12-31,FAA
N156AM, MESSERSCHMITT BK 117 B-1Rotorcraft(11 seats / 2 engines),"ROCKY MOUNTAIN HOLDINGS LLCENGLEWOOD, CO, US(Corporation)",Standard/Transport,7173,LYCOMINGLTS-101SER(Turbo-shaft)Horsepower:317,"Less than 12,500lbs",Not defined,050160205 / A0E085,Assigned,2000-11-03,1992-03-20,2015-06-09,2018-11-30,FAA
N156BC,2002 EUROCOPTER EC 130 B4Rotorcraft(6 seats / 1 engine),"EUROTEC VERTICAL FLIGHT SOLUTIONS LLCEUDORA, KS, US",Standard/Normal,3614,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"12,500-19,999lbs",Not defined,050160225 / A0E095,Assigned,2018-03-06,2003-11-29,2021-01-20,2024-03-31,FAA
